sequence,target,function,tier
"[18, 18, 7, 43, 68, 118]",229,tribonacci,2
"[68, 50, 32, 14, -4, -22]",-40,arithmetic,3
"[8, 12, 48, 68, 128, 244]",440,tribonacci,2
"[20, 14, 8, 42, 64, 114]",220,tribonacci,2
"[44, 41, 2, 87, 130, 219]",436,tribonacci,2
"[90, 61, 32, 3, -26, -55]",-84,arithmetic,3
"[4, 24, 31, 59, 114, 204]",377,tribonacci,2
"[19, 27, 1, 47, 75, 123]",245,tribonacci,2
"[89, 113, 137, 161, 185, 209]",233,arithmetic,3
"[18, 13, 7, 31, 20, 38]",51,padovan,3
"[37, -10, -57, -104, -151, -198]",-245,arithmetic,3
"[15, 5, 3, 18, 23, 26]",44,generate_sequence,2
"[23, 26, 29, 32, 35, 38]",41,arithmetic,3
"[48, 5, 22, 75, 102, 199]",376,tribonacci,2
"[75, 60, 45, 30, 15, 0]",-15,arithmetic,3
"[32, 28, 24, 20, 16, 12]",8,arithmetic,3
"[10, 16, 7, 26, 23, 33]",49,padovan,3
"[12, 19, 13, 31, 32, 44]",63,padovan,3
"[18, 18, 20, 38, 56, 76]",114,generate_sequence,2
"[36, 37, 148, 149, 596, 597]",2388,alternating_sequence,2
"[35, 71, 143, 287, 575, 1151]",2303,linear_recursive,2
"[10, 7, 50, 67, 124, 241]",432,tribonacci,2
"[83, 77, 84, 78, 85, 79]",86,alternating_add_subtract,2
"[47, 40, 42, 129, 211, 382]",722,tribonacci,2
"[63, 56, 49, 42, 35, 28]",21,arithmetic,3
"[20, 30, 20, 70, 120, 210]",400,tribonacci,2
"[43, 51, 59, 67, 75, 83]",91,arithmetic,3
"[63, 95, 127, 159, 191, 223]",255,arithmetic,3
"[34, 35, 17, 86, 138, 241]",465,tribonacci,2
"[37, 31, 36, 30, 35, 29]",34,alternating_add_subtract,2
"[67, 57, 62, 52, 57, 47]",52,alternating_add_subtract,2
"[29, 3, 48, 80, 131, 259]",470,tribonacci,2
"[14, 18, 14, 32, 32, 46]",64,padovan,3
"[47, 55, 110, 118, 236, 244]",488,alternating_sequence,2
"[16, 24, 120, 128, 640, 648]",3240,alternating_sequence,2
"[33, 105, 321, 969, 2913, 8745]",26241,linear_recursive,2
"[49, 46, 42, 137, 225, 404]",766,tribonacci,2
"[19, 29, 39, 49, 59, 69]",79,arithmetic,3
"[32, 48, 13, 93, 154, 260]",507,tribonacci,2
"[49, 3, 4, 56, 63, 123]",242,tribonacci,2
"[41, 41, 42, 124, 207, 373]",704,tribonacci,2
"[19, 10, 3, 22, 32, 35]",57,generate_sequence,2
"[96, 86, 90, 80, 84, 74]",78,alternating_add_subtract,2
"[15, 41, 93, 197, 405, 821]",1653,linear_recursive,2
"[28, 31, 124, 127, 508, 511]",2044,alternating_sequence,2
"[41, 137, 425, 1289, 3881, 11657]",34985,linear_recursive,2
"[91, 131, 171, 211, 251, 291]",331,arithmetic,3
"[22, 23, 68, 159, 386, 931]",2248,pell,2
"[6, 32, 29, 67, 128, 224]",419,tribonacci,2
"[10, 6, 18, 16, 24, 34]",40,padovan,3
"[10, 50, 47, 107, 204, 358]",669,tribonacci,2
"[12, 25, 44, 81, 150, 275]",506,tribonacci,2
"[11, 8, 6, 19, 14, 25]",33,padovan,3
"[13, 6, 12, 5, 11, 4]",10,alternating_add_subtract,2
"[91, 84, 94, 87, 97, 90]",100,alternating_add_subtract,2
"[26, 41, 34, 101, 176, 311]",588,tribonacci,2
"[6, 20, 14, 20, 40, 54]",74,generate_sequence,2
"[9, 5, 15, 14, 20, 29]",34,padovan,3
"[20, 40, 25, 85, 150, 260]",495,tribonacci,2
"[2, 9, 18, 11, 27, 29]",38,padovan,3
"[9, 24, 96, 111, 444, 459]",1836,alternating_sequence,2
"[72, 65, 66, 59, 60, 53]",54,alternating_add_subtract,2
"[2, 47, 96, 239, 574, 1387]",3348,pell,2
"[43, 19, 1, 63, 83, 147]",293,tribonacci,2
"[43, 40, 49, 132, 221, 402]",755,tribonacci,2
"[46, 38, 44, 128, 210, 382]",720,tribonacci,2
"[14, 52, 90, 128, 166, 204]",242,arithmetic,3
"[20, 14, 17, 11, 14, 8]",11,alternating_add_subtract,2
"[6, -3, 3, -6, 0, -9]",-3,alternating_add_subtract,2
"[83, 79, 81, 77, 79, 75]",77,alternating_add_subtract,2
"[8, 45, 193, 785, 3153, 12625]",50513,linear_recursive,2
"[34, 39, 156, 161, 644, 649]",2596,alternating_sequence,2
"[36, 12, 44, 92, 148, 284]",524,tribonacci,2
"[4, 27, 47, 78, 152, 277]",507,tribonacci,2
"[1, 8, 15, 16, 24, 39]",55,generate_sequence,2
"[37, 6, 27, 70, 103, 200]",373,tribonacci,2
"[98, 93, 97, 92, 96, 91]",95,alternating_add_subtract,2
"[2, 17, 15, 19, 32, 34]",51,padovan,3
"[4, 3, 18, 22, 25, 43]",65,generate_sequence,2
"[20, 19, 4, 39, 23, 43]",62,padovan,3
"[51, 45, 48, 42, 45, 39]",42,alternating_add_subtract,2
"[34, 34, 8, 76, 118, 202]",396,tribonacci,2
"[2, 2, 13, 4, 15, 17]",19,padovan,3
"[17, 10, 13, 6, 9, 2]",5,alternating_add_subtract,2
"[6, 11, 15, 17, 26, 32]",43,padovan,3
"[10, 2, 8, 0, 6, -2]",4,alternating_add_subtract,2
"[10, 16, 25, 51, 92, 168]",311,tribonacci,2
"[66, 57, 48, 39, 30, 21]",12,arithmetic,3
"[98, 60, 22, -16, -54, -92]",-130,arithmetic,3
"[52, 33, 14, -5, -24, -43]",-62,arithmetic,3
"[8, 11, 11, 19, 22, 30]",41,padovan,3
"[24, 28, 13, 65, 106, 184]",355,tribonacci,2
"[12, 62, 112, 162, 212, 262]",312,arithmetic,3
"[22, 14, 36, 50, 86, 136]",222,fibonacci,2
"[17, 4, 11, 28, 32, 43]",71,generate_sequence,2
"[80, 73, 78, 71, 76, 69]",74,alternating_add_subtract,2
"[32, 27, 36, 31, 40, 35]",44,alternating_add_subtract,2
"[84, 76, 80, 72, 76, 68]",72,alternating_add_subtract,2
"[8, 3, 6, 11, 9, 17]",20,padovan,3
"[61, 52, 53, 44, 45, 36]",37,alternating_add_subtract,2
"[78, 69, 75, 66, 72, 63]",69,alternating_add_subtract,2
"[32, 42, 210, 220, 1100, 1110]",5550,alternating_sequence,2
"[3, 38, 9, 50, 97, 156]",303,tribonacci,2
"[42, 49, 140, 329, 798, 1925]",4648,pell,2
"[32, 136, 552, 2216, 8872, 35496]",141992,linear_recursive,2
"[14, 16, 5, 19, 35, 40]",59,generate_sequence,2
"[5, 20, 3, 8, 28, 31]",39,generate_sequence,2
"[37, 46, 129, 304, 737, 1778]",4293,pell,2
"[80, 41, 2, -37, -76, -115]",-154,arithmetic,3
"[17, 12, 1, 29, 13, 30]",42,padovan,3
"[58, 60, 62, 64, 66, 68]",70,arithmetic,3
"[16, 12, 13, 29, 41, 54]",83,generate_sequence,2
"[6, 13, 9, 19, 22, 28]",41,padovan,3
"[8, 5, 12, 9, 16, 13]",20,alternating_add_subtract,2
"[65, 96, 127, 158, 189, 220]",251,arithmetic,3
"[26, -24, -74, -124, -174, -224]",-274,arithmetic,3
"[20, 9, 10, 39, 58, 107]",204,tribonacci,2
"[33, 14, 27, 74, 115, 216]",405,tribonacci,2
"[14, 13, 9, 36, 58, 103]",197,tribonacci,2
"[12, 35, 24, 71, 130, 225]",426,tribonacci,2
"[79, 77, 82, 80, 85, 83]",88,alternating_add_subtract,2
"[30, 31, 43, 104, 178, 325]",607,tribonacci,2
"[91, 135, 179, 223, 267, 311]",355,arithmetic,3
"[33, 50, 8, 91, 149, 248]",488,tribonacci,2
"[6, 18, 12, 24, 30, 36]",54,padovan,3
"[40, 76, 112, 148, 184, 220]",256,arithmetic,3
"[35, 41, 47, 53, 59, 65]",71,arithmetic,3
"[100, 96, 105, 101, 110, 106]",115,alternating_add_subtract,2
"[10, 9, 1, 11, 20, 21]",32,generate_sequence,2
"[14, 44, 16, 74, 134, 224]",432,tribonacci,2
"[16, 2, 11, 18, 13, 29]",31,padovan,3
"[29, 37, 8, 74, 119, 201]",394,tribonacci,2
"[56, 93, 130, 167, 204, 241]",278,arithmetic,3
"[11, 19, 5, 30, 24, 35]",54,padovan,3
"[4, 0, 5, 1, 6, 2]",7,alternating_add_subtract,2
"[4, 54, 104, 154, 204, 254]",304,arithmetic,3
"[17, 12, 17, 34, 46, 63]",97,generate_sequence,2
"[46, 14, 38, 98, 150, 286]",534,tribonacci,2
"[45, 2, 39, 86, 127, 252]",465,tribonacci,2
"[82, 75, 81, 74, 80, 73]",79,alternating_add_subtract,2
"[88, 57, 26, -5, -36, -67]",-98,arithmetic,3
"[67, 53, 39, 25, 11, -3]",-17,arithmetic,3
"[76, 75, 80, 79, 84, 83]",88,alternating_add_subtract,2
"[31, 3, 5, 39, 47, 91]",177,tribonacci,2
"[40, 83, 169, 341, 685, 1373]",2749,linear_recursive,2
"[39, 72, 105, 138, 171, 204]",237,arithmetic,3
"[5, 11, 20, 16, 31, 36]",47,padovan,3
"[1, 17, 5, 18, 22, 23]",40,padovan,3
"[12, 42, 72, 102, 132, 162]",192,arithmetic,3
"[49, 17, 21, 87, 125, 233]",445,tribonacci,2
"[7, 21, 105, 119, 595, 609]",3045,alternating_sequence,2
"[26, 40, 38, 104, 182, 324]",610,tribonacci,2
"[12, 4, 14, 6, 16, 8]",18,alternating_add_subtract,2
"[11, 12, 39, 62, 113, 214]",389,tribonacci,2
"[1, 2, 1, 2, 4, 5]",7,generate_sequence,2
"[49, 54, 59, 64, 69, 74]",79,arithmetic,3
"[50, 163, 502, 1519, 4570, 13723]",41182,linear_recursive,2
"[38, 45, 90, 97, 194, 201]",402,alternating_sequence,2
"[3, 13, 15, 16, 28, 31]",44,padovan,3
"[8, -29, -66, -103, -140, -177]",-214,arithmetic,3
"[21, 31, 12, 64, 107, 183]",354,tribonacci,2
"[1, 4, 3, 5, 6, 9]",13,fib_minus_const,1
"[11, 5, 13, 24, 29, 42]",66,generate_sequence,2
"[16, 32, 128, 144, 576, 592]",2368,alternating_sequence,2
"[19, 11, 15, 30, 26, 45]",56,padovan,3
"[6, 20, 25, 51, 96, 172]",319,tribonacci,2
"[33, 25, 30, 22, 27, 19]",24,alternating_add_subtract,2
"[60, 50, 60, 50, 60, 50]",60,alternating_add_subtract,2
"[17, 46, 75, 104, 133, 162]",191,arithmetic,3
"[38, 115, 346, 1039, 3118, 9355]",28066,linear_recursive,2
"[13, 1, 6, 14, 7, 20]",21,padovan,3
"[2, 24, 43, 69, 136, 248]",453,tribonacci,2
"[15, 5, 19, 34, 39, 58]",92,generate_sequence,2
"[12, 4, 13, 16, 17, 29]",33,padovan,3
"[23, 28, 5, 56, 89, 150]",295,tribonacci,2
"[49, 13, 22, 84, 119, 225]",428,tribonacci,2
"[41, 54, 108, 121, 242, 255]",510,alternating_sequence,2
"[93, 85, 93, 85, 93, 85]",93,alternating_add_subtract,2
"[0, 27, 54, 81, 108, 135]",162,arithmetic,3
"[65, 71, 77, 83, 89, 95]",101,arithmetic,3
"[53, 45, 37, 29, 21, 13]",5,arithmetic,3
"[49, 41, 10, 100, 151, 261]",512,tribonacci,2
"[49, 34, 34, 117, 185, 336]",638,tribonacci,2
"[18, 90, 378, 1530, 6138, 24570]",98298,linear_recursive,2
"[79, 114, 149, 184, 219, 254]",289,arithmetic,3
"[11, 51, 171, 531, 1611, 4851]",14571,linear_recursive,2
"[31, 10, 51, 112, 275, 662]",1599,pell,2
"[9, 12, 12, 21, 33, 45]",66,generate_sequence,2
"[43, 12, 45, 100, 157, 302]",559,tribonacci,2
"[2, 11, 5, 13, 16, 18]",29,padovan,3
"[40, 34, 47, 121, 202, 370]",693,tribonacci,2
"[25, -2, -29, -56, -83, -110]",-137,arithmetic,3
"[12, 46, 80, 114, 148, 182]",216,arithmetic,3
"[95, 76, 57, 38, 19, 0]",-19,arithmetic,3
"[31, 73, 115, 157, 199, 241]",283,arithmetic,3
"[50, 256, 1286, 6436, 32186, 160936]",804686,linear_recursive,2
"[13, 20, 12, 25, 45, 57]",82,generate_sequence,2
"[3, 12, 4, 7, 19, 23]",30,generate_sequence,2
"[52, 44, 50, 42, 48, 40]",46,alternating_add_subtract,2
"[23, 23, 22, 68, 113, 203]",384,tribonacci,2
"[15, 48, 12, 75, 135, 222]",432,tribonacci,2
"[92, 101, 110, 119, 128, 137]",146,arithmetic,3
"[1, 16, 35, 52, 103, 190]",345,tribonacci,2
"[70, 65, 70, 65, 70, 65]",70,alternating_add_subtract,2
"[20, 5, 19, 25, 24, 44]",49,padovan,3
"[89, 79, 89, 79, 89, 79]",89,alternating_add_subtract,2
"[95, 94, 101, 100, 107, 106]",113,alternating_add_subtract,2
"[45, 4, 39, 88, 131, 258]",477,tribonacci,2
"[13, 8, 12, 7, 11, 6]",10,alternating_add_subtract,2
"[39, 5, -29, -63, -97, -131]",-165,arithmetic,3
"[39, 18, 2, 59, 79, 140]",278,tribonacci,2
"[43, 10, 63, 136, 335, 806]",1947,pell,2
"[19, 12, 14, 33, 45, 59]",92,generate_sequence,2
"[39, 11, 61, 133, 327, 787]",1901,pell,2
"[15, 5, 19, 20, 24, 39]",44,padovan,3
"[17, 1, 17, 34, 35, 52]",86,generate_sequence,2
"[18, 19, 3, 37, 22, 40]",59,padovan,3
"[96, 91, 99, 94, 102, 97]",105,alternating_add_subtract,2
"[31, 8, 47, 102, 251, 604]",1459,pell,2
"[19, 17, 40, 76, 133, 249]",458,tribonacci,2
"[6, 17, 5, 11, 28, 33]",44,generate_sequence,2
"[21, 47, 18, 86, 151, 255]",492,tribonacci,2
"[1, -31, -63, -95, -127, -159]",-191,arithmetic,3
"[43, 16, 32, 91, 139, 262]",492,tribonacci,2
"[16, 16, 17, 33, 49, 66]",99,generate_sequence,2
"[28, 43, 129, 144, 432, 447]",1341,alternating_sequence,2
"[25, 48, 43, 116, 207, 366]",689,tribonacci,2
"[23, 24, 96, 97, 388, 389]",1556,alternating_sequence,2
"[59, 67, 75, 83, 91, 99]",107,arithmetic,3
"[20, 31, 93, 104, 312, 323]",969,alternating_sequence,2
"[36, 5, -26, -57, -88, -119]",-150,arithmetic,3
"[10, 10, 45, 65, 120, 230]",415,tribonacci,2
"[35, 45, 125, 295, 715, 1725]",4165,pell,2
"[17, 30, 23, 70, 123, 216]",409,tribonacci,2
"[95, 88, 98, 91, 101, 94]",104,alternating_add_subtract,2
"[16, 16, 5, 37, 58, 100]",195,tribonacci,2
"[71, 61, 64, 54, 57, 47]",50,alternating_add_subtract,2
"[26, 46, 47, 119, 212, 378]",709,tribonacci,2
"[4, 45, 16, 65, 126, 207]",398,tribonacci,2
"[19, 10, 5, 24, 34, 39]",63,generate_sequence,2
"[2, 15, 16, 18, 33, 49]",67,generate_sequence,2
"[42, 1, 3, 46, 50, 99]",195,tribonacci,2
"[59, 56, 58, 55, 57, 54]",56,alternating_add_subtract,2
"[42, 29, 100, 229, 558, 1345]",3248,pell,2
"[56, 20, -16, -52, -88, -124]",-160,arithmetic,3
"[20, 17, 10, 30, 47, 57]",87,generate_sequence,2
"[19, 3, 13, 32, 35, 48]",80,generate_sequence,2
"[12, 42, 26, 80, 148, 254]",482,tribonacci,2
"[38, 163, 663, 2663, 10663, 42663]",170663,linear_recursive,2
"[21, 6, 8, 35, 49, 92]",176,tribonacci,2
"[7, 45, 83, 121, 159, 197]",235,arithmetic,3
"[24, 48, 22, 94, 164, 280]",538,tribonacci,2
"[37, 193, 973, 4873, 24373, 121873]",609373,linear_recursive,2
"[85, 75, 84, 74, 83, 73]",82,alternating_add_subtract,2
"[16, 32, 96, 112, 336, 352]",1056,alternating_sequence,2
"[6, 14, 12, 18, 32, 44]",62,generate_sequence,2
"[12, 17, 13, 42, 72, 127]",241,tribonacci,2
"[47, 45, 48, 46, 49, 47]",50,alternating_add_subtract,2
"[16, 22, 88, 94, 376, 382]",1528,alternating_sequence,2
"[94, 86, 94, 86, 94, 86]",94,alternating_add_subtract,2
"[10, 7, 8, 5, 6, 3]",4,alternating_add_subtract,2
"[41, -1, -43, -85, -127, -169]",-211,arithmetic,3
"[6, 15, 6, 21, 21, 27]",42,padovan,3
"[17, 15, 24, 56, 95, 175]",326,tribonacci,2
"[12, 31, 155, 174, 870, 889]",4445,alternating_sequence,2
"[19, 6, 31, 68, 167, 402]",971,pell,2
"[24, 41, 34, 99, 174, 307]",580,tribonacci,2
"[13, 74, 379, 1904, 9529, 47654]",238279,linear_recursive,2
"[72, 67, 76, 71, 80, 75]",84,alternating_add_subtract,2
"[33, 16, 41, 90, 147, 278]",515,tribonacci,2
"[46, 193, 781, 3133, 12541, 50173]",200701,linear_recursive,2
"[38, 34, 12, 84, 130, 226]",440,tribonacci,2
"[33, 45, 8, 86, 139, 233]",458,tribonacci,2
"[18, 3, 11, 21, 14, 32]",35,padovan,3
"[5, 11, 18, 23, 34, 52]",75,generate_sequence,2
"[6, 17, 16, 23, 33, 39]",56,padovan,3
"[17, 13, 27, 57, 97, 181]",335,tribonacci,2
"[25, -21, -67, -113, -159, -205]",-251,arithmetic,3
"[17, 55, 93, 131, 169, 207]",245,arithmetic,3
"[31, 1, -29, -59, -89, -119]",-149,arithmetic,3
"[4, 8, 27, 39, 74, 140]",253,tribonacci,2
"[32, 174, 884, 4434, 22184, 110934]",554684,linear_recursive,2
"[2, 3, 18, 5, 21, 23]",26,padovan,3
"[5, 23, 8, 36, 67, 111]",214,tribonacci,2
"[21, 85, 341, 1365, 5461, 21845]",87381,linear_recursive,2
"[50, 60, 120, 130, 260, 270]",540,alternating_sequence,2
"[13, 5, 15, 18, 20, 33]",38,padovan,3
"[6, 16, 17, 23, 39, 56]",79,generate_sequence,2
"[11, 20, 17, 28, 48, 65]",93,generate_sequence,2
"[94, 88, 92, 86, 90, 84]",88,alternating_add_subtract,2
"[56, 48, 53, 45, 50, 42]",47,alternating_add_subtract,2
"[5, 2, 12, 7, 14, 19]",21,padovan,3
"[15, 5, 5, 20, 25, 30]",50,generate_sequence,2
"[2, 5, 16, 7, 21, 23]",28,padovan,3
"[1, 4, 3, 8, 15, 26]",49,tribonacci,2
"[47, 72, 97, 122, 147, 172]",197,arithmetic,3
"[3, 19, 9, 12, 31, 40]",52,generate_sequence,2
"[18, 16, 10, 28, 44, 54]",82,generate_sequence,2
"[7, 22, 29, 58, 109, 196]",363,tribonacci,2
"[90, 120, 150, 180, 210, 240]",270,arithmetic,3
"[10, 18, 7, 28, 25, 35]",53,padovan,3
"[17, 34, 68, 85, 170, 187]",374,alternating_sequence,2
"[44, 29, 36, 109, 174, 319]",602,tribonacci,2
"[28, 32, 64, 68, 136, 140]",280,alternating_sequence,2
"[39, 22, 1, 62, 85, 148]",295,tribonacci,2
"[80, 120, 160, 200, 240, 280]",320,arithmetic,3
"[28, 1, 28, 57, 86, 171]",314,tribonacci,2
"[12, 8, 4, 16, 24, 28]",44,generate_sequence,2
"[92, 84, 89, 81, 86, 78]",83,alternating_add_subtract,2
"[48, 43, 47, 42, 46, 41]",45,alternating_add_subtract,2
"[46, 44, 21, 111, 176, 308]",595,tribonacci,2
"[18, 30, 22, 70, 122, 214]",406,tribonacci,2
"[3, 13, 14, 17, 30, 44]",61,generate_sequence,2
"[10, 0, -10, -20, -30, -40]",-50,arithmetic,3
"[29, 28, 9, 66, 103, 178]",347,tribonacci,2
"[13, 43, 9, 65, 117, 191]",373,tribonacci,2
"[16, 24, 24, 64, 112, 200]",376,tribonacci,2
"[58, 8, -42, -92, -142, -192]",-242,arithmetic,3
"[1, -45, -91, -137, -183, -229]",-275,arithmetic,3
"[40, 38, 47, 45, 54, 52]",61,alternating_add_subtract,2
"[14, 10, 15, 29, 39, 54]",83,generate_sequence,2
"[23, 11, -1, -13, -25, -37]",-49,arithmetic,3
"[30, 49, 18, 97, 164, 279]",540,tribonacci,2
"[16, 20, 16, 36, 36, 52]",72,padovan,3
"[40, 40, 13, 93, 146, 252]",491,tribonacci,2
"[11, 10, 12, 21, 22, 33]",43,padovan,3
"[95, 94, 103, 102, 111, 110]",119,alternating_add_subtract,2
"[48, 49, 196, 197, 788, 789]",3156,alternating_sequence,2
"[35, 28, 5, 68, 101, 174]",343,tribonacci,2
"[54, 49, 54, 49, 54, 49]",54,alternating_add_subtract,2
"[5, 3, 11, 16, 19, 30]",46,generate_sequence,2
"[96, 137, 178, 219, 260, 301]",342,arithmetic,3
"[47, 43, 46, 136, 225, 407]",768,tribonacci,2
"[40, 37, 15, 92, 144, 251]",487,tribonacci,2
"[98, 90, 99, 91, 100, 92]",101,alternating_add_subtract,2
"[5, 30, 1, 36, 67, 104]",207,tribonacci,2
"[14, 14, 5, 19, 33, 38]",57,generate_sequence,2
"[8, 20, 4, 12, 32, 36]",48,generate_sequence,2
"[46, 88, 130, 172, 214, 256]",298,arithmetic,3
"[46, 91, 136, 181, 226, 271]",316,arithmetic,3
"[16, 11, 9, 27, 20, 36]",47,padovan,3
"[2, 18, 14, 20, 32, 34]",52,padovan,3
"[78, 71, 78, 71, 78, 71]",78,alternating_add_subtract,2
"[5, 10, 13, 28, 51, 92]",171,tribonacci,2
"[2, 24, 68, 156, 332, 684]",1388,linear_recursive,2
"[3, 8, 9, 11, 17, 20]",28,padovan,3
"[5, 27, 59, 145, 349, 843]",2035,pell,2
"[9, 52, 224, 912, 3664, 14672]",58704,linear_recursive,2
"[35, 18, 1, -16, -33, -50]",-67,arithmetic,3
"[6, 16, 2, 24, 42, 68]",134,tribonacci,2
"[38, 50, 14, 102, 166, 282]",550,tribonacci,2
"[24, 34, 19, 77, 130, 226]",433,tribonacci,2
"[8, 19, 17, 27, 36, 44]",63,padovan,3
"[19, 81, 329, 1321, 5289, 21161]",84649,linear_recursive,2
"[12, -21, -54, -87, -120, -153]",-186,arithmetic,3
"[34, 33, 36, 35, 38, 37]",40,alternating_add_subtract,2
"[95, 137, 179, 221, 263, 305]",347,arithmetic,3
"[5, 15, 6, 20, 21, 26]",41,padovan,3
"[27, 36, 108, 117, 351, 360]",1080,alternating_sequence,2
"[18, 48, 15, 81, 144, 240]",465,tribonacci,2
"[19, 16, 6, 35, 22, 41]",57,padovan,3
"[1, 3, 2, 4, 5, 6]",9,padovan,3
"[23, 41, 205, 223, 1115, 1133]",5665,alternating_sequence,2
"[52, 27, 2, -23, -48, -73]",-98,arithmetic,3
"[51, 46, 49, 44, 47, 42]",45,alternating_add_subtract,2
"[9, 28, 10, 47, 85, 142]",274,tribonacci,2
"[16, 6, 5, 21, 27, 32]",53,generate_sequence,2
"[44, 31, 6, 81, 118, 205]",404,tribonacci,2
"[69, 32, -5, -42, -79, -116]",-153,arithmetic,3
"[5, 17, 12, 22, 29, 34]",51,padovan,3
"[21, 41, 164, 184, 736, 756]",3024,alternating_sequence,2
"[17, 35, 87, 209, 505, 1219]",2943,pell,2
"[36, 19, 22, 77, 118, 217]",412,tribonacci,2
"[13, 20, 15, 28, 48, 63]",91,generate_sequence,2
"[18, 5, 12, 23, 17, 35]",40,padovan,3
"[48, 46, 20, 114, 180, 314]",608,tribonacci,2
"[6, 24, 48, 66, 132, 150]",300,alternating_sequence,2
"[5, 4, 8, 9, 12, 17]",21,padovan,3
"[5, 53, 101, 149, 197, 245]",293,arithmetic,3
"[7, 2, 19, 9, 21, 28]",30,padovan,3
"[18, 14, 16, 12, 14, 10]",12,alternating_add_subtract,2
"[24, 127, 642, 3217, 16092, 80467]",402342,linear_recursive,2
"[76, 52, 28, 4, -20, -44]",-68,arithmetic,3
"[74, 83, 92, 101, 110, 119]",128,arithmetic,3
"[43, 34, 36, 113, 183, 332]",628,tribonacci,2
"[94, 90, 100, 96, 106, 102]",112,alternating_add_subtract,2
"[85, 83, 90, 88, 95, 93]",100,alternating_add_subtract,2
"[98, 88, 98, 88, 98, 88]",98,alternating_add_subtract,2
"[4, 27, 50, 81, 158, 289]",528,tribonacci,2
"[31, 26, 32, 27, 33, 28]",34,alternating_add_subtract,2
"[0, -7, -14, -21, -28, -35]",-42,arithmetic,3
"[49, 24, 97, 218, 533, 1284]",3101,pell,2
"[5, 0, 10, 5, 15, 10]",20,alternating_add_subtract,2
"[14, 22, 88, 96, 384, 392]",1568,alternating_sequence,2
"[59, 57, 55, 53, 51, 49]",47,arithmetic,3
"[18, 12, 20, 30, 32, 50]",62,padovan,3
"[6, 1, 11, 6, 16, 11]",21,alternating_add_subtract,2
"[47, 27, 38, 112, 177, 327]",616,tribonacci,2
"[28, 5, 14, 47, 66, 127]",240,tribonacci,2
"[3, 3, 6, 6, 9, 12]",15,padovan,3
"[8, 22, 32, 62, 116, 210]",388,tribonacci,2
"[13, 3, 14, 16, 17, 30]",33,padovan,3
"[1, 27, 55, 137, 329, 795]",1919,pell,2
"[7, 10, 30, 33, 99, 102]",306,alternating_sequence,2
"[60, 15, -30, -75, -120, -165]",-210,arithmetic,3
"[42, 47, 37, 126, 210, 373]",709,tribonacci,2
"[2, 47, 34, 83, 164, 281]",528,tribonacci,2
"[42, 60, 240, 258, 1032, 1050]",4200,alternating_sequence,2
"[14, 12, 7, 26, 19, 33]",45,padovan,3
"[41, 47, 141, 147, 441, 447]",1341,alternating_sequence,2
"[29, 28, 38, 37, 47, 46]",56,alternating_add_subtract,2
"[12, 11, 8, 20, 31, 39]",59,generate_sequence,2
"[16, 35, 54, 73, 92, 111]",130,arithmetic,3
"[51, 42, 48, 39, 45, 36]",42,alternating_add_subtract,2
"[42, 50, 25, 117, 192, 334]",643,tribonacci,2
"[14, 10, 1, 25, 36, 62]",123,tribonacci,2
"[20, 4, 15, 24, 19, 39]",43,padovan,3
"[50, 4, 34, 88, 126, 248]",462,tribonacci,2
"[1, 36, 28, 65, 129, 222]",416,tribonacci,2
"[8, 9, 17, 17, 26, 34]",43,padovan,3
"[6, 3, 19, 25, 28, 47]",72,generate_sequence,2
"[80, 74, 75, 69, 70, 64]",65,alternating_add_subtract,2
"[28, 27, 34, 33, 40, 39]",46,alternating_add_subtract,2
"[2, 21, 84, 103, 412, 431]",1724,alternating_sequence,2
"[19, 9, 19, 28, 28, 47]",56,padovan,3
"[13, 2, 5, 15, 7, 20]",22,padovan,3
"[54, 40, 26, 12, -2, -16]",-30,arithmetic,3
"[32, 71, 149, 305, 617, 1241]",2489,linear_recursive,2
"[20, 7, 12, 32, 39, 51]",83,generate_sequence,2
"[83, 130, 177, 224, 271, 318]",365,arithmetic,3
"[38, 7, 18, 63, 88, 169]",320,tribonacci,2
"[26, 86, 266, 806, 2426, 7286]",21866,linear_recursive,2
"[44, 27, 33, 104, 164, 301]",569,tribonacci,2
"[3, 11, 44, 52, 208, 216]",864,alternating_sequence,2
"[80, 77, 83, 80, 86, 83]",89,alternating_add_subtract,2
"[6, 15, 9, 21, 24, 30]",45,padovan,3
"[15, 7, 3, 22, 10, 25]",32,padovan,3
"[10, 34, 10, 54, 98, 162]",314,tribonacci,2
"[72, 71, 78, 77, 84, 83]",90,alternating_add_subtract,2
"[16, 4, 24, 52, 128, 308]",744,pell,2
"[2, 24, 5, 31, 60, 96]",187,tribonacci,2
"[40, 75, 110, 145, 180, 215]",250,arithmetic,3
"[35, 27, 89, 205, 499, 1203]",2905,pell,2
"[7, 6, 6, 13, 12, 19]",25,padovan,3
"[17, 20, 9, 26, 46, 55]",81,generate_sequence,2
"[27, 7, -13, -33, -53, -73]",-93,arithmetic,3
"[9, 4, 14, 9, 19, 14]",24,alternating_add_subtract,2
"[1, 8, 4, 9, 12, 13]",21,padovan,3
"[30, 70, 150, 310, 630, 1270]",2550,linear_recursive,2
"[51, 66, 81, 96, 111, 126]",141,arithmetic,3
"[90, 82, 84, 76, 78, 70]",72,alternating_add_subtract,2
"[31, 50, 200, 219, 876, 895]",3580,alternating_sequence,2
